01/04/2010 : logon,http,http,http,email,http,http,http,Connect,Disconnect,http,http,http,Connect,Disconnect,http,logoff
01/05/2010 : logon,http,http,http,http,http,http,http,Connect,Disconnect,http,http,email,Connect,Disconnect,http,logoff
01/06/2010 : logon,http,http,http,http,http,http,http,http,Connect,Disconnect,email,Connect,Disconnect,http,Connect,Disconnect,http,logoff
01/07/2010 : logon,http,http,http,http,Connect,Disconnect,Connect,Disconnect,Connect,Disconnect,http,http,email,http,http,http,http,Connect,Disconnect,logoff
01/08/2010 : logon,http,http,http,Connect,Disconnect,Connect,Disconnect,http,http,http,http,http,http,email,http,logoff
01/11/2010 : logon,http,http,http,http,email,http,http,http,http,http,Connect,Disconnect,http,Connect,Disconnect,logoff
01/12/2010 : logon,http,Connect,http,Disconnect,http,Connect,email,Disconnect,Connect,Disconnect,http,http,http,http,Connect,Disconnect,http,http,http,logoff
01/13/2010 : logon,http,http,http,http,http,Connect,Disconnect,http,http,email,http,http,Connect,Disconnect,http,logoff
01/14/2010 : logon,http,http,http,http,http,email,http,http,http,http,http,logoff
01/15/2010 : logon,http,http,http,http,http,http,http,http,http,Connect,Disconnect,http,logoff
01/18/2010 : logon,http,http,http,http,http,http,http,email,http,http,http,logoff
01/19/2010 : logon,http,Connect,Disconnect,http,http,http,Connect,Disconnect,email,http,http,Connect,http,http,http,Disconnect,http,logoff
01/20/2010 : logon,http,http,http,http,http,http,http,http,Connect,Disconnect,http,http,email,logoff
01/21/2010 : logon,http,http,Connect,http,Disconnect,http,http,http,Connect,http,http,http,email,http,Disconnect,logoff
01/22/2010 : logon,http,http,http,http,http,http,http,Connect,Disconnect,email,Connect,http,http,Disconnect,http,logoff
01/25/2010 : logon,http,Connect,http,Disconnect,http,http,http,email,http,http,http,Connect,http,http,Disconnect,logoff
01/26/2010 : logon,email,http,http,http,Connect,http,Disconnect,http,Connect,Disconnect,Connect,Disconnect,http,http,http,http,http,logoff
01/27/2010 : logon,http,http,http,Connect,Disconnect,http,http,http,http,http,email,http,http,logoff
01/28/2010 : logon,http,http,http,Connect,Disconnect,http,Connect,email,Disconnect,http,http,http,http,http,http,logoff
01/29/2010 : logon,http,http,http,http,email,http,Connect,Disconnect,http,Connect,Disconnect,http,http,http,http,logoff
02/01/2010 : logon,http,http,http,email,http,Connect,http,Disconnect,http,http,http,Connect,Disconnect,http,http,logoff
02/02/2010 : logon,http,http,http,http,Connect,Disconnect,http,Connect,email,http,http,Disconnect,http,http,http,logoff
02/03/2010 : logon,http,Connect,http,Disconnect,http,http,http,Connect,email,Disconnect,http,http,http,http,http,logoff
02/04/2010 : logon,http,http,http,Connect,Disconnect,email,http,Connect,http,http,http,Disconnect,http,http,http,logoff
02/05/2010 : logon,http,http,http,Connect,Disconnect,http,http,Connect,http,http,Disconnect,http,http,http,logoff
02/08/2010 : logon,http,http,email,http,http,http,http,http,http,http,http,Connect,Disconnect,logoff
02/09/2010 : logon,http,http,http,http,Connect,Disconnect,http,email,http,http,Connect,Disconnect,http,http,http,logoff
02/10/2010 : logon,http,http,http,Connect,Disconnect,http,http,http,email,http,http,http,http,logoff
02/11/2010 : logon,Connect,http,Disconnect,http,http,http,email,http,http,http,http,Connect,Disconnect,http,http,logoff
02/12/2010 : logon,Connect,http,Disconnect,Connect,Disconnect,http,http,email,http,Connect,Disconnect,http,http,http,http,http,http,logoff
02/15/2010 : logon,http,http,http,http,http,http,http,email,http,http,http,logoff
02/16/2010 : logon,http,Connect,http,http,Disconnect,http,http,http,http,http,Connect,http,Disconnect,http,email,logoff
02/17/2010 : logon,email,http,Connect,http,Disconnect,http,Connect,http,http,Disconnect,http,Connect,Disconnect,http,http,Connect,Disconnect,http,http,logoff
02/18/2010 : logon,http,http,Connect,http,Disconnect,http,http,http,http,Connect,http,http,email,Disconnect,http,logoff
02/19/2010 : logon,http,Connect,http,http,Disconnect,email,http,http,http,http,http,http,http,logoff
02/22/2010 : logon,http,http,http,http,http,http,http,Connect,Disconnect,http,http,http,email,logoff
02/23/2010 : logon,http,Connect,http,Disconnect,http,Connect,Disconnect,email,http,http,http,http,http,http,Connect,Disconnect,Connect,http,Disconnect,logoff
02/24/2010 : logon,http,http,http,http,Connect,Disconnect,http,Connect,http,http,http,Disconnect,http,Connect,Disconnect,email,http,logoff
02/25/2010 : logon,http,http,Connect,Disconnect,http,http,http,Connect,Disconnect,http,http,http,http,http,email,logoff
02/26/2010 : logon,http,http,Connect,http,Disconnect,Connect,http,Disconnect,http,http,http,http,http,Connect,Disconnect,email,http,logoff
03/01/2010 : logon,http,Connect,Disconnect,http,http,Connect,email,Disconnect,http,http,http,http,http,http,http,logoff
03/02/2010 : logon,http,http,email,http,Connect,Disconnect,http,Connect,Disconnect,http,http,http,http,http,http,Connect,Disconnect,logoff
03/03/2010 : logon,http,http,http,http,http,http,http,Connect,http,Disconnect,http,http,email,logoff
03/04/2010 : logon,http,http,Connect,Disconnect,http,http,http,Connect,http,Disconnect,http,http,email,http,http,logoff
03/05/2010 : logon,http,http,http,http,http,http,http,http,email,http,http,logoff
03/08/2010 : logon,http,Connect,email,Disconnect,Connect,http,Disconnect,Connect,Disconnect,http,http,http,http,http,http,http,http,logoff
03/09/2010 : logon,email,Connect,Disconnect,http,http,http,http,http,http,http,http,http,http,logoff
03/10/2010 : logon,http,Connect,http,http,http,http,Disconnect,http,http,http,http,http,email,logoff
03/11/2010 : logon,http,http,Connect,Disconnect,http,http,http,http,http,Connect,email,Disconnect,Connect,http,Disconnect,http,http,logoff
03/12/2010 : logon,Connect,Disconnect,http,http,Connect,http,Disconnect,http,Connect,Disconnect,http,http,Connect,Disconnect,http,http,http,email,http,logoff
03/15/2010 : logon,Connect,Disconnect,http,http,http,http,http,http,http,email,http,http,http,logoff
03/16/2010 : logon,http,http,http,http,http,email,Connect,http,Disconnect,http,http,http,http,logoff
03/17/2010 : logon,http,http,http,http,http,http,http,http,http,email,http,logoff
03/18/2010 : logon,http,Connect,http,Disconnect,email,http,http,http,Connect,Disconnect,http,http,Connect,Disconnect,http,http,http,logoff
03/19/2010 : logon,http,http,http,http,http,Connect,Disconnect,email,http,http,Connect,http,Disconnect,http,http,logoff
03/22/2010 : logon,http,http,http,http,http,Connect,http,Disconnect,http,http,http,http,email,logoff
03/23/2010 : logon,http,http,http,email,http,http,Connect,http,Disconnect,Connect,Disconnect,http,Connect,Disconnect,http,http,http,logoff
03/24/2010 : logon,http,http,Connect,Disconnect,http,http,http,http,http,email,Connect,Disconnect,http,http,http,logoff
03/25/2010 : logon,http,http,http,http,http,email,Connect,http,Disconnect,Connect,Disconnect,http,http,http,http,logoff
03/26/2010 : logon,http,http,Connect,Disconnect,http,http,Connect,email,Disconnect,Connect,Disconnect,http,http,http,http,http,http,logoff
03/29/2010 : logon,Connect,Disconnect,http,http,http,http,http,email,http,http,http,Connect,http,http,Disconnect,logoff
03/30/2010 : logon,http,http,http,http,email,Connect,http,http,Disconnect,http,http,http,http,logoff
03/31/2010 : logon,email,http,http,http,http,http,http,Connect,Disconnect,http,http,http,http,logoff
04/01/2010 : logon,http,http,http,Connect,Disconnect,email,http,Connect,http,Disconnect,Connect,Disconnect,http,http,http,http,http,logoff
04/05/2010 : logon,http,Connect,Disconnect,Connect,Disconnect,Connect,Disconnect,http,Connect,Disconnect,http,http,email,http,http,http,http,http,http,logoff
04/06/2010 : logon,http,http,email,http,http,Connect,http,Disconnect,http,http,Connect,http,Disconnect,http,http,logoff
04/07/2010 : logon,http,http,http,http,http,http,http,email,http,http,Connect,Disconnect,Connect,Disconnect,http,logoff
04/08/2010 : logon,http,Connect,Disconnect,http,http,http,http,Connect,Disconnect,http,Connect,http,Disconnect,http,http,http,email,logoff
04/09/2010 : logon,http,Connect,http,Disconnect,http,http,http,http,Connect,http,Disconnect,http,http,Connect,http,email,Disconnect,logoff
04/12/2010 : logon,http,http,http,Connect,Disconnect,http,http,http,http,Connect,Disconnect,http,Connect,email,http,Disconnect,http,logoff
04/13/2010 : logon,http,http,http,http,Connect,Disconnect,email,http,http,Connect,http,Disconnect,http,http,http,logoff
04/14/2010 : logon,http,http,http,Connect,Disconnect,http,http,http,http,Connect,Disconnect,http,http,Connect,Disconnect,http,logoff
04/15/2010 : logon,http,http,http,email,http,http,http,Connect,http,http,Disconnect,Connect,Disconnect,http,http,Connect,Disconnect,logoff
04/16/2010 : logon,http,http,Connect,Disconnect,Connect,email,Disconnect,http,http,http,Connect,Disconnect,http,http,http,http,http,logoff
04/19/2010 : logon,http,Connect,Disconnect,http,http,http,Connect,Disconnect,email,http,http,http,http,http,Connect,Disconnect,http,logoff
04/20/2010 : logon,http,http,http,http,Connect,Disconnect,Connect,Disconnect,http,email,http,http,http,http,http,logoff
04/21/2010 : logon,email,http,http,http,Connect,Disconnect,http,http,http,Connect,Disconnect,http,Connect,http,Disconnect,http,http,logoff
04/22/2010 : logon,http,http,http,http,http,Connect,Disconnect,email,http,http,Connect,http,Disconnect,http,http,logoff
04/23/2010 : logon,http,Connect,http,http,Disconnect,Connect,Disconnect,http,Connect,Disconnect,http,http,email,http,http,http,http,logoff
04/26/2010 : logon,Connect,http,Disconnect,http,http,http,http,email,http,http,http,Connect,Disconnect,http,http,logoff
04/27/2010 : logon,http,http,Connect,http,Disconnect,Connect,http,Disconnect,http,http,email,http,http,http,http,logoff
04/28/2010 : logon,http,http,http,http,email,http,http,Connect,http,Disconnect,Connect,Disconnect,http,http,Connect,Disconnect,http,logoff
04/29/2010 : logon,Connect,Disconnect,Connect,Disconnect,email,http,http,http,http,http,http,http,http,http,http,logoff
04/30/2010 : logon,http,email,http,http,Connect,Disconnect,http,http,http,Connect,http,http,Disconnect,http,http,logoff
05/03/2010 : logon,http,http,Connect,http,Disconnect,email,http,http,http,http,http,http,Connect,http,Disconnect,logoff
05/04/2010 : logon,http,http,Connect,Disconnect,http,http,email,http,http,http,http,Connect,Disconnect,http,http,logoff
05/05/2010 : logon,http,http,Connect,http,http,http,http,http,Disconnect,http,http,email,http,logoff
05/06/2010 : logon,http,Connect,http,Disconnect,http,http,http,Connect,http,http,Disconnect,http,http,http,email,logoff
05/07/2010 : logon,http,http,http,Connect,Disconnect,http,Connect,Disconnect,email,http,http,http,http,Connect,Disconnect,Connect,Disconnect,http,http,logoff
05/10/2010 : logon,http,Connect,Disconnect,http,Connect,Disconnect,http,http,http,http,http,Connect,Disconnect,http,Connect,Disconnect,http,email,Connect,Disconnect,http,logoff
05/11/2010 : logon,http,http,http,http,http,http,http,Connect,Disconnect,http,email,http,http,logoff
05/12/2010 : logon,email,http,http,http,http,http,http,http,Connect,Disconnect,http,Connect,Disconnect,http,http,logoff
05/13/2010 : logon,http,http,Connect,http,Disconnect,http,http,http,email,http,http,http,http,logoff
05/14/2010 : logon,http,http,http,http,http,Connect,http,Disconnect,http,http,http,email,http,logoff
05/17/2010 : logon,Connect,Disconnect,http,http,http,http,http,email,http,http,http,Connect,Disconnect,http,http,logoff
05/18/2010 : logon,http,http,http,http,http,Connect,Disconnect,http,http,Connect,Disconnect,http,Connect,Disconnect,email,http,http,logoff
05/19/2010 : logon,http,http,Connect,Disconnect,Connect,http,http,http,http,http,Disconnect,http,http,email,Connect,Disconnect,http,logoff
05/20/2010 : logon,email,http,http,Connect,http,Disconnect,Connect,http,http,Disconnect,http,http,http,Connect,http,Disconnect,http,logoff
05/21/2010 : logon,Connect,Disconnect,http,http,Connect,email,Disconnect,http,http,Connect,http,http,http,Disconnect,http,http,http,logoff
05/24/2010 : logon,http,Connect,http,http,http,http,Disconnect,email,http,http,http,http,http,logoff
05/25/2010 : logon,http,http,http,http,Connect,Disconnect,http,http,http,http,Connect,Disconnect,http,http,email,logoff
05/26/2010 : logon,http,http,Connect,Disconnect,http,http,http,http,Connect,Disconnect,http,http,email,http,http,logoff
05/27/2010 : logon,http,http,http,http,http,http,Connect,Disconnect,http,http,http,Connect,Disconnect,email,http,logoff
05/28/2010 : logon,http,http,http,http,http,http,http,email,http,http,Connect,Disconnect,Connect,Disconnect,Connect,Disconnect,http,logoff
06/01/2010 : logon,http,http,http,http,http,http,Connect,http,http,Disconnect,email,http,http,logoff
06/02/2010 : logon,http,http,Connect,http,http,Disconnect,http,email,Connect,Disconnect,http,http,http,http,http,logoff
06/03/2010 : logon,http,http,email,http,http,Connect,http,http,http,Disconnect,Connect,http,http,http,Disconnect,logoff
06/04/2010 : logon,http,email,Connect,http,http,Disconnect,http,http,http,http,http,Connect,Disconnect,http,http,logoff
06/07/2010 : logon,http,http,Connect,Disconnect,Connect,Disconnect,http,http,Connect,Disconnect,http,email,Connect,Disconnect,http,http,http,http,http,logoff
06/08/2010 : logon,http,http,Connect,http,Disconnect,http,http,http,http,http,http,email,http,logoff
06/09/2010 : logon,http,http,http,Connect,http,Disconnect,http,http,http,Connect,http,Disconnect,email,http,http,logoff
06/10/2010 : logon,http,http,Connect,Disconnect,Connect,http,http,Disconnect,http,http,http,Connect,email,Disconnect,http,http,http,logoff
06/11/2010 : logon,Connect,http,http,http,Disconnect,http,http,http,http,http,Connect,Disconnect,Connect,http,Disconnect,Connect,Disconnect,email,http,logoff
06/14/2010 : logon,http,Connect,http,Disconnect,http,http,Connect,http,Disconnect,email,http,Connect,Disconnect,http,http,http,http,logoff
06/15/2010 : logon,http,http,http,http,http,http,email,Connect,Disconnect,http,Connect,http,Disconnect,http,http,logoff
06/16/2010 : logon,http,http,Connect,email,http,Disconnect,http,Connect,http,http,Disconnect,http,http,http,http,logoff
06/17/2010 : logon,http,http,http,http,email,http,http,http,http,Connect,http,Disconnect,http,logoff
06/18/2010 : logon,http,http,http,http,http,Connect,http,http,http,http,http,Disconnect,email,logoff
06/21/2010 : logon,http,http,Connect,http,http,http,email,Disconnect,http,Connect,Disconnect,http,http,http,http,logoff
06/22/2010 : logon,Connect,http,Disconnect,Connect,Disconnect,http,http,email,http,Connect,Disconnect,http,http,http,http,http,http,logoff
06/23/2010 : logon,http,http,http,Connect,Disconnect,http,http,http,Connect,http,Disconnect,Connect,http,Disconnect,http,http,email,logoff
06/24/2010 : logon,Connect,email,http,http,Disconnect,Connect,http,Disconnect,http,http,http,http,http,http,http,Connect,Disconnect,logoff
06/25/2010 : logon,email,http,http,http,Connect,http,http,Disconnect,http,Connect,http,Disconnect,http,http,http,logoff
06/28/2010 : logon,http,Connect,http,Disconnect,Connect,Disconnect,email,http,Connect,http,http,Disconnect,http,http,http,http,http,logoff
